learner_id,career_goal,current_skill_level,prior_experience_months,completed_modules_count,avg_quiz_score,avg_coding_challenge_score,time_spent_hours_per_week,preferred_learning_pace,score_python,score_statistics,score_ml_algorithms,score_deep_learning,score_sql,score_data_visualization,dropout_risk,next_best_module
LRN02137,Data Scientist,Beginner,3.5,3.0,49.1,55.9,11.9,Moderate,61.1,28.7,23.5,40.9,59.5,65.3,1,ML Algorithms Intro
LRN02138,ML Engineer,Beginner,2.4,2.0,45.3,52.3,4.5,Slow,68.5,52.7,67.1,56.2,52.0,43.8,1,Deep Learning Basics
LRN02139,ML Engineer,Beginner,3.1,3.0,42.8,50.7,12.5,Fast,56.9,61.7,53.7,64.6,61.9,32.3,1,ML Algorithms Intro
LRN02140,ML Engineer,Advanced,45.5,13.0,88.5,83.4,6.7,Moderate,100.0,100.0,76.5,76.7,82.9,75.0,0,ML Algorithms Intro
LRN02141,MLOps Engineer,Intermediate,21.6,14.0,56.2,54.8,9.2,Moderate,70.5,63.7,76.8,53.0,73.4,53.4,0,Python Foundations
LRN02142,Data Scientist,Intermediate,24.6,16.0,67.2,72.6,5.4,Moderate,54.2,78.9,77.1,39.0,31.2,46.7,0,Python Foundations
LRN02143,ML Engineer,Beginner,1.8,4.0,45.1,49.1,9.9,Moderate,86.0,53.5,12.9,47.0,61.9,69.1,1,ML Algorithms Intro
LRN02144,ML Engineer,Advanced,11.2,32.0,84.9,76.3,11.4,Moderate,96.4,100.0,86.2,60.4,56.3,62.3,0,Deep Learning Basics
LRN02145,Data Scientist,Beginner,3.1,3.0,50.3,59.3,10.6,Moderate,39.0,29.9,45.6,15.2,30.4,40.8,1,Statistics for DS
LRN02146,MLOps Engineer,Advanced,5.3,41.0,86.0,75.4,9.2,Moderate,78.5,72.3,87.9,71.7,69.7,56.4,0,SQL for Analysts
LRN02147,Data Analyst,Advanced,35.2,34.0,81.4,76.4,3.4,Moderate,79.1,73.1,75.5,53.1,100.0,78.3,0,Statistics for DS
LRN02148,MLOps Engineer,Intermediate,13.4,19.0,88.5,76.7,8.0,Slow,79.9,56.3,47.1,50.5,64.6,45.9,0,ML Algorithms Intro
LRN02149,ML Engineer,Advanced,52.3,40.0,86.3,89.7,11.3,Fast,81.9,78.8,48.6,58.0,59.0,92.8,0,ML Algorithms Intro
LRN02150,Data Analyst,Beginner,6.0,3.0,84.1,87.3,3.5,Slow,39.3,51.2,15.8,47.1,51.4,70.2,1,SQL for Analysts
LRN02151,ML Engineer,Intermediate,0.5,14.0,65.7,63.5,10.9,Moderate,79.9,64.4,70.6,49.4,65.9,60.1,0,Deep Learning Basics
LRN02152,Data Analyst,Beginner,6.4,4.0,59.4,61.9,9.2,Moderate,53.8,47.7,0.0,20.5,63.9,47.5,1,Statistics for DS
LRN02153,ML Engineer,Intermediate,15.9,6.0,54.1,55.9,5.2,Moderate,62.6,52.9,62.8,32.9,54.8,48.9,1,Deep Learning Basics
LRN02154,ML Engineer,Beginner,3.5,2.0,66.0,62.6,12.7,Fast,49.9,60.0,28.7,63.9,32.1,25.5,0,ML Algorithms Intro
LRN02155,ML Engineer,Beginner,0.9,1.0,34.4,42.6,9.9,Moderate,62.0,41.6,48.6,48.2,51.6,40.8,1,ML Algorithms Intro
LRN02156,MLOps Engineer,Beginner,4.5,3.0,51.8,54.1,9.2,Moderate,58.8,60.0,66.8,20.1,40.9,33.1,0,Deep Learning Basics
LRN02157,Data Analyst,Beginner,10.4,3.0,41.0,39.9,12.7,Fast,45.4,36.1,6.4,0.0,69.7,62.5,1,Statistics for DS
LRN02158,Data Scientist,Intermediate,17.4,5.0,71.8,60.3,5.2,Slow,65.3,44.0,71.1,60.7,68.2,54.4,1,Statistics for DS
LRN02159,Data Scientist,Intermediate,0.6,13.0,61.5,60.9,0.5,Slow,77.5,78.5,74.6,12.3,63.2,72.3,1,Deep Learning Basics
LRN02160,Data Analyst,Beginner,3.1,3.0,33.2,42.6,10.9,Moderate,23.0,46.7,29.8,0.0,65.5,43.0,1,Python Foundations
LRN02161,Data Scientist,Advanced,59.8,37.0,75.9,70.8,6.3,Moderate,79.7,74.5,81.2,69.3,79.1,58.3,0,Statistics for DS
LRN02162,Data Scientist,Advanced,37.0,45.0,100.0,86.4,9.2,Moderate,67.5,100.0,99.1,67.0,71.7,82.6,0,Python Foundations
LRN02163,Data Scientist,Beginner,4.8,4.0,52.0,58.3,3.7,Slow,79.7,29.7,56.4,77.0,54.2,46.8,1,Statistics for DS
LRN02164,Data Scientist,Intermediate,28.2,9.0,45.7,60.3,7.5,Slow,81.0,81.3,58.1,45.7,61.9,37.2,1,Statistics for DS
LRN02165,MLOps Engineer,Intermediate,12.2,15.0,81.4,81.3,9.7,Moderate,75.2,77.3,65.7,61.3,73.1,45.4,0,Deep Learning Basics
LRN02166,Data Scientist,Intermediate,32.4,12.0,51.6,56.3,7.2,Moderate,84.0,78.7,61.1,73.7,61.9,29.0,1,Statistics for DS
LRN02167,MLOps Engineer,Beginner,3.1,3.0,56.2,56.5,10.1,Moderate,80.3,60.0,60.7,42.6,51.1,33.0,1,Deep Learning Basics
LRN02168,Data Scientist,Intermediate,18.4,8.0,73.3,72.1,22.4,Moderate,46.5,60.0,65.9,40.9,49.8,53.4,0,Python Foundations
LRN02169,Data Scientist,Beginner,3.1,2.0,54.2,47.0,6.2,Slow,52.2,31.9,65.6,8.2,51.4,46.4,1,Statistics for DS
LRN02170,Data Scientist,Beginner,3.1,3.0,60.1,78.4,8.8,Moderate,59.8,42.2,30.5,53.9,48.5,23.1,0,ML Algorithms Intro
LRN02171,Data Scientist,Intermediate,0.0,16.0,52.6,56.1,13.5,Fast,65.9,64.2,79.6,67.4,66.3,55.8,1,Statistics for DS
LRN02172,Data Scientist,Intermediate,16.3,14.0,60.1,79.8,7.2,Moderate,59.1,60.0,70.5,54.0,34.8,73.0,1,SQL for Analysts
LRN02173,Data Scientist,Advanced,13.4,43.0,98.9,83.3,11.0,Moderate,80.5,79.7,61.4,81.6,88.0,53.4,0,ML Algorithms Intro
LRN02174,Data Analyst,Beginner,5.4,4.0,35.3,37.7,6.3,Moderate,22.2,47.4,30.3,63.1,52.5,41.8,1,Statistics for DS
LRN02175,Data Scientist,Beginner,5.4,4.0,60.1,43.3,4.0,Slow,70.3,47.8,29.9,41.4,50.2,55.1,1,ML Algorithms Intro
LRN02176,ML Engineer,Beginner,4.3,3.0,40.7,48.1,20.3,Fast,55.7,23.9,43.7,30.6,62.1,35.2,1,ML Algorithms Intro
LRN02177,Data Scientist,Beginner,2.6,2.0,49.9,54.5,9.2,Moderate,72.4,40.6,40.0,33.3,38.8,3.0,1,Statistics for DS
LRN02178,ML Engineer,Beginner,1.5,2.0,60.1,35.5,5.8,Moderate,69.1,45.7,51.5,47.0,41.9,16.6,1,ML Algorithms Intro
LRN02179,Data Scientist,Intermediate,12.1,9.0,73.3,66.5,15.5,Moderate,71.0,71.8,78.1,47.0,58.8,18.3,0,Statistics for DS
LRN02180,MLOps Engineer,Intermediate,35.5,0.0,43.9,42.0,14.3,Moderate,64.7,79.7,68.0,67.0,76.2,50.2,1,Python Foundations
LRN02181,ML Engineer,Intermediate,11.8,7.0,84.4,78.4,10.5,Moderate,94.6,65.5,51.5,52.6,65.7,46.3,0,ML Algorithms Intro
LRN02182,MLOps Engineer,Beginner,0.0,5.0,52.7,49.1,19.8,Fast,58.4,6.2,24.3,36.3,42.5,39.2,1,ML Algorithms Intro
LRN02183,ML Engineer,Beginner,4.5,3.0,73.7,63.4,8.2,Moderate,33.3,52.2,49.7,31.5,28.2,66.6,1,Python Foundations
LRN02184,Data Analyst,Intermediate,31.5,10.0,75.0,68.8,6.2,Slow,68.0,69.3,57.1,42.9,84.3,83.9,0,Statistics for DS
LRN02185,Data Scientist,Beginner,5.5,3.0,40.4,48.2,7.7,Moderate,29.7,46.0,29.3,41.7,47.7,25.0,1,Python Foundations
LRN02186,Data Analyst,Advanced,63.8,5.0,68.0,74.5,11.9,Fast,83.9,65.5,97.1,33.0,89.2,68.7,0,Statistics for DS
LRN02187,ML Engineer,Beginner,4.8,3.0,60.1,56.4,16.8,Moderate,57.6,71.8,57.7,38.2,46.2,50.0,1,Deep Learning Basics
LRN02188,ML Engineer,Intermediate,18.5,18.0,64.5,69.6,4.8,Moderate,66.9,48.6,64.1,44.6,61.9,37.2,0,Deep Learning Basics
LRN02189,Data Scientist,Advanced,0.0,24.0,97.8,60.3,9.9,Moderate,100.0,86.1,77.8,66.2,60.1,92.2,0,Feature Engineering
LRN02190,MLOps Engineer,Intermediate,18.3,3.0,51.1,55.4,16.9,Fast,73.9,63.3,63.2,38.3,66.3,88.9,0,Deep Learning Basics
LRN02191,Data Analyst,Intermediate,23.6,10.0,95.3,96.0,10.5,Moderate,74.2,56.3,53.3,55.4,83.9,79.7,0,Statistics for DS
LRN02192,ML Engineer,Intermediate,16.8,18.0,84.1,70.9,15.7,Fast,63.9,81.7,74.5,72.3,79.3,65.1,0,Python Foundations
LRN02193,ML Engineer,Beginner,2.7,3.0,41.9,45.5,3.8,Slow,45.6,46.8,60.2,56.2,85.2,42.9,1,Python Foundations
LRN02194,Data Analyst,Intermediate,9.3,5.0,92.0,80.9,16.4,Fast,68.3,63.6,58.9,8.7,76.8,61.9,0,Statistics for DS
LRN02195,ML Engineer,Advanced,21.0,48.5,68.3,69.8,17.4,Fast,95.4,91.6,94.2,67.9,65.8,80.1,0,Deep Learning Basics
LRN02196,ML Engineer,Advanced,75.73749999999998,12.0,83.1,71.8,9.0,Moderate,68.7,70.1,100.0,62.0,61.9,63.7,0,Deep Learning Basics
LRN02197,Data Analyst,Intermediate,34.9,11.0,60.1,53.6,8.8,Moderate,63.2,66.0,62.5,26.2,60.8,75.8,1,SQL for Analysts
LRN02198,Data Scientist,Beginner,3.0,2.0,72.7,71.5,0.5,Slow,50.3,29.5,52.9,45.6,30.0,19.0,1,Statistics for DS
LRN02199,Data Scientist,Intermediate,20.5,7.0,40.3,49.9,15.0,Moderate,66.9,52.6,72.9,49.9,61.9,69.1,0,Statistics for DS
LRN02200,ML Engineer,Intermediate,10.4,10.0,43.4,52.0,5.6,Slow,61.6,65.4,70.8,61.3,51.4,61.1,1,Python Foundations
LRN02201,Data Analyst,Beginner,4.0,4.0,35.5,49.8,9.2,Slow,37.7,47.7,6.2,35.1,68.8,41.2,1,Statistics for DS
LRN02202,MLOps Engineer,Beginner,5.6,5.0,64.8,63.1,14.1,Fast,51.5,7.0,29.5,36.2,55.3,34.3,1,Python Foundations
LRN02203,MLOps Engineer,Beginner,0.7,3.0,59.3,61.9,6.0,Moderate,52.4,39.1,34.3,30.9,40.8,39.8,1,Python Foundations
LRN02204,Data Analyst,Intermediate,22.2,7.0,66.8,61.4,11.6,Moderate,66.3,60.0,40.2,50.0,44.4,57.3,1,SQL for Analysts
LRN02205,Data Scientist,Beginner,3.8,4.0,60.3,55.9,8.5,Moderate,60.7,65.6,28.1,48.1,61.9,39.5,1,ML Algorithms Intro
LRN02206,ML Engineer,Beginner,3.8,4.0,43.3,56.3,10.9,Moderate,51.3,41.4,67.3,39.3,48.0,12.8,1,Deep Learning Basics
LRN02207,ML Engineer,Beginner,5.5,3.0,51.3,60.3,4.9,Moderate,43.2,22.1,59.5,47.5,33.1,21.2,1,Statistics for DS
LRN02208,Data Scientist,Advanced,75.73749999999998,28.0,100.0,90.9,13.6,Moderate,86.5,86.7,64.3,77.0,33.5,89.5,0,SQL for Analysts
LRN02209,Data Analyst,Beginner,2.6,3.0,41.3,49.3,11.7,Moderate,50.6,35.9,24.0,0.0,45.3,53.4,1,SQL for Analysts
LRN02210,Data Analyst,Beginner,4.0,3.0,33.5,46.7,15.8,Fast,31.2,67.2,21.7,18.1,58.9,43.0,1,Python Foundations
LRN02211,MLOps Engineer,Intermediate,18.8,11.0,72.1,61.0,10.4,Moderate,83.9,60.3,66.2,34.5,61.4,32.7,0,Deep Learning Basics
LRN02212,Data Scientist,Beginner,2.1,4.0,56.1,61.3,18.2,Fast,71.5,50.3,30.9,32.9,50.1,51.0,0,ML Algorithms Intro
LRN02213,MLOps Engineer,Advanced,47.7,47.0,81.7,74.9,5.0,Moderate,99.0,95.5,63.3,55.4,81.4,59.8,0,Deep Learning Basics
LRN02214,Data Scientist,Advanced,56.1,27.0,95.1,81.9,14.0,Moderate,100.0,68.4,91.5,56.5,77.4,94.4,0,Statistics for DS
LRN02215,MLOps Engineer,Intermediate,20.0,12.0,62.0,60.3,5.4,Moderate,64.8,38.1,46.5,41.7,87.2,53.1,0,ML Algorithms Intro
LRN02216,Data Analyst,Intermediate,10.1,13.0,66.9,69.5,1.9,Slow,61.6,61.5,46.8,47.0,63.0,67.0,0,SQL for Analysts
LRN02217,Data Analyst,Beginner,2.3,2.0,50.6,56.7,12.7,Fast,40.2,38.3,13.4,0.0,40.7,49.2,1,SQL for Analysts
LRN02218,MLOps Engineer,Beginner,2.3,4.0,49.3,51.9,12.0,Moderate,60.8,27.6,41.2,47.0,53.7,27.5,1,Deep Learning Basics
LRN02219,MLOps Engineer,Beginner,1.7,4.0,69.2,61.3,9.6,Moderate,65.3,60.0,58.9,38.8,60.2,83.5,1,ML Algorithms Intro
LRN02220,Data Scientist,Beginner,3.5,2.0,50.5,48.5,17.4,Fast,41.2,52.1,66.0,47.0,61.9,37.6,1,Python Foundations
LRN02221,Data Scientist,Beginner,3.6,4.0,40.4,49.7,9.1,Moderate,65.3,31.4,18.7,44.2,40.8,53.4,1,ML Algorithms Intro
LRN02222,Data Scientist,Intermediate,26.8,12.0,72.9,60.3,13.0,Fast,53.4,65.7,83.8,29.2,59.1,55.1,0,Python Foundations
LRN02223,Data Scientist,Beginner,75.73749999999998,2.0,60.1,59.5,10.5,Moderate,63.8,31.0,17.3,32.6,43.6,63.0,1,ML Algorithms Intro
LRN02224,Data Analyst,Beginner,2.1,3.0,56.6,69.7,30.25,Fast,34.8,59.5,40.2,69.9,59.1,21.6,1,Statistics for DS
LRN02225,MLOps Engineer,Intermediate,32.0,13.0,75.8,73.1,8.9,Moderate,65.3,80.5,46.4,49.6,81.9,73.2,0,ML Algorithms Intro
LRN02226,Data Scientist,Intermediate,16.5,17.0,42.5,51.1,11.1,Slow,77.2,63.5,95.2,54.8,99.4,60.8,0,Statistics for DS
LRN02227,ML Engineer,Beginner,3.0,4.0,7.6,18.5,11.6,Moderate,58.1,55.0,46.6,25.7,25.8,26.5,1,Deep Learning Basics
LRN02228,Data Analyst,Beginner,2.7,3.0,64.1,57.3,6.8,Slow,50.7,25.0,53.9,0.0,100.0,63.9,1,Statistics for DS
LRN02229,Data Analyst,Beginner,4.7,2.0,51.6,57.7,24.2,Fast,76.4,37.8,52.5,16.6,41.9,44.8,1,SQL for Analysts
LRN02230,ML Engineer,Beginner,4.8,3.0,44.7,48.0,10.2,Moderate,57.8,38.6,50.1,36.6,37.6,11.5,1,Statistics for DS
LRN02231,Data Scientist,Advanced,65.4,29.0,90.4,86.6,4.4,Slow,96.4,83.2,78.9,87.0,69.5,52.2,0,Statistics for DS
LRN02232,ML Engineer,Advanced,42.6,30.0,100.0,88.6,30.25,Slow,65.4,79.9,66.6,82.7,76.6,100.0,0,ML Algorithms Intro
LRN02233,Data Analyst,Intermediate,10.1,13.0,86.2,94.3,14.6,Fast,46.8,60.0,52.6,12.5,73.0,54.5,0,Statistics for DS
LRN02234,MLOps Engineer,Intermediate,35.3,12.0,79.4,71.5,9.2,Moderate,100.0,58.2,63.6,59.1,59.9,46.3,0,SQL for Analysts
LRN02235,ML Engineer,Intermediate,25.7,17.0,51.7,55.9,18.4,Fast,58.3,60.5,66.6,42.6,79.8,44.6,0,Deep Learning Basics
LRN02236,MLOps Engineer,Intermediate,13.9,9.0,53.6,51.9,0.5,Slow,58.8,53.7,66.6,45.2,54.5,53.4,1,Python Foundations
LRN02237,Data Analyst,Beginner,5.1,6.0,9.2,29.5,18.7,Fast,39.0,36.1,5.0,15.0,38.1,38.8,1,SQL for Analysts
LRN02238,Data Scientist,Beginner,2.2,4.0,54.5,58.6,8.9,Moderate,56.6,60.0,38.8,54.1,53.2,53.9,1,ML Algorithms Intro
LRN02239,Data Scientist,Intermediate,30.7,7.0,81.6,71.2,9.4,Moderate,58.0,62.8,65.4,32.9,68.9,57.5,0,Deep Learning Basics
LRN02240,Data Scientist,Intermediate,31.3,13.0,82.9,75.1,8.9,Moderate,67.9,70.1,64.7,55.4,58.0,55.6,0,Python Foundations
LRN02241,Data Scientist,Beginner,1.6,4.0,55.1,63.2,8.2,Slow,75.0,32.5,40.5,34.9,40.9,47.3,0,Statistics for DS
LRN02242,Data Analyst,Beginner,3.9,3.0,42.7,54.0,19.6,Fast,29.2,24.1,51.7,47.0,62.5,54.3,1,Statistics for DS
LRN02243,Data Scientist,Beginner,4.2,1.0,36.5,37.6,15.9,Fast,43.2,54.4,56.5,52.0,32.4,40.7,1,Python Foundations
LRN02244,Data Scientist,Beginner,6.9,2.0,32.6,39.2,6.3,Moderate,71.4,66.3,34.0,15.6,43.9,39.7,1,ML Algorithms Intro
LRN02245,Data Scientist,Intermediate,11.3,15.0,62.5,70.4,18.8,Fast,83.7,66.5,67.6,62.1,81.1,56.9,0,Statistics for DS
LRN02246,Data Analyst,Intermediate,30.9,4.0,50.3,52.9,1.1,Slow,58.3,48.5,53.5,61.0,88.1,70.3,1,Statistics for DS
LRN02247,Data Scientist,Intermediate,18.2,5.0,91.3,83.2,0.5,Slow,69.7,73.1,53.8,69.6,86.5,74.7,0,ML Algorithms Intro
LRN02248,ML Engineer,Beginner,10.4,4.0,25.5,40.9,5.5,Slow,52.3,22.9,56.5,55.0,43.4,28.4,1,Statistics for DS
LRN02249,Data Scientist,Beginner,2.8,3.0,42.0,41.9,12.7,Moderate,57.0,66.0,53.7,34.3,49.9,35.2,1,Python Foundations
LRN02250,Data Scientist,Advanced,42.1,18.0,51.0,49.9,2.8,Slow,95.9,80.2,59.2,68.4,57.6,78.8,1,ML Algorithms Intro
LRN02251,Data Scientist,Intermediate,75.73749999999998,10.0,69.4,65.6,10.2,Moderate,59.6,60.0,86.7,28.6,53.8,51.0,0,Python Foundations
LRN02252,ML Engineer,Beginner,3.5,1.0,45.0,55.4,2.8,Slow,62.1,48.2,67.2,43.5,50.6,7.4,1,Deep Learning Basics
LRN02253,Data Scientist,Beginner,4.4,4.0,39.6,50.8,11.2,Moderate,72.6,44.9,58.9,23.4,43.1,43.4,1,ML Algorithms Intro
LRN02254,ML Engineer,Advanced,47.0,17.0,66.0,67.9,19.3,Fast,65.1,100.0,73.2,74.9,73.4,86.3,0,Python Foundations
LRN02255,MLOps Engineer,Intermediate,13.1,9.0,65.0,63.3,8.2,Moderate,88.8,58.0,68.4,61.9,68.7,54.9,1,ML Algorithms Intro
LRN02256,Data Scientist,Advanced,38.9,28.0,71.8,73.8,0.9,Slow,65.8,85.8,67.1,54.0,90.6,72.1,0,Python Foundations
LRN02257,MLOps Engineer,Intermediate,18.0,11.0,62.9,61.8,11.6,Fast,78.9,56.7,80.3,54.2,58.6,37.2,0,SQL for Analysts
LRN02258,ML Engineer,Intermediate,10.4,9.0,94.4,87.1,6.8,Slow,69.3,53.8,63.2,47.0,74.6,51.5,0,ML Algorithms Intro
LRN02259,Data Analyst,Intermediate,28.0,2.0,67.6,69.9,12.6,Fast,70.6,65.4,78.6,47.3,59.3,69.0,1,SQL for Analysts
LRN02260,Data Scientist,Beginner,3.4,3.0,53.0,63.2,10.1,Moderate,63.8,58.6,40.0,47.0,27.5,40.9,1,ML Algorithms Intro
LRN02261,ML Engineer,Intermediate,5.4,12.0,58.0,58.8,11.3,Moderate,46.6,43.1,75.5,61.3,83.5,56.7,0,Python Foundations
LRN02262,MLOps Engineer,Intermediate,10.4,10.0,53.2,54.1,2.5,Slow,67.6,63.1,81.3,49.1,62.6,52.6,1,Deep Learning Basics
LRN02263,Data Scientist,Beginner,3.2,2.0,44.7,55.6,15.5,Fast,60.1,49.5,48.4,1.3,24.6,53.9,1,Deep Learning Basics
LRN02264,Data Analyst,Advanced,65.6,25.0,100.0,94.6,19.0,Fast,82.8,87.8,75.7,60.5,74.7,80.4,0,SQL for Analysts
LRN02265,ML Engineer,Beginner,4.9,4.0,40.7,44.5,6.6,Moderate,56.8,44.6,63.0,14.0,55.3,40.1,1,Deep Learning Basics
LRN02266,Data Analyst,Beginner,5.7,3.0,50.4,48.8,13.3,Fast,54.5,52.5,18.8,0.0,59.8,30.6,1,Statistics for DS
LRN02267,ML Engineer,Beginner,3.2,5.0,32.6,46.8,15.3,Fast,55.8,54.7,39.1,42.3,32.1,46.5,1,ML Algorithms Intro
LRN02268,Data Scientist,Advanced,58.0,32.0,38.7,38.2,7.8,Slow,73.7,59.8,63.0,61.8,62.3,61.5,0,Statistics for DS
LRN02269,ML Engineer,Advanced,11.5,24.0,68.2,58.6,9.2,Moderate,67.8,65.0,85.3,100.0,79.4,88.7,0,Python Foundations
LRN02270,MLOps Engineer,Intermediate,21.9,16.0,100.0,87.2,8.7,Moderate,63.3,70.7,67.9,73.8,83.1,42.3,0,Python Foundations
LRN02271,ML Engineer,Advanced,19.4,25.0,88.9,60.3,6.9,Moderate,95.6,89.6,92.8,47.0,72.2,100.0,0,Feature Engineering
LRN02272,ML Engineer,Advanced,40.7,25.0,100.0,83.2,7.2,Slow,78.7,90.5,58.9,47.0,71.4,50.4,0,Python Foundations
LRN02273,ML Engineer,Advanced,75.73749999999998,38.0,74.8,71.4,11.0,Fast,90.7,100.0,70.1,100.0,79.4,90.3,0,ML Algorithms Intro
LRN02274,ML Engineer,Advanced,48.4,16.0,44.6,50.4,9.7,Moderate,100.0,85.1,51.4,47.0,99.5,53.4,1,ML Algorithms Intro
LRN02275,MLOps Engineer,Beginner,1.7,3.0,28.4,35.7,8.9,Moderate,54.2,53.7,78.2,20.1,29.9,6.4,1,SQL for Analysts
LRN02276,Data Analyst,Intermediate,21.7,18.0,60.1,76.9,12.9,Moderate,19.0,67.8,55.7,43.8,70.1,53.4,0,Python Foundations
LRN02277,ML Engineer,Intermediate,13.3,13.0,68.6,68.0,13.2,Moderate,57.8,60.8,68.6,72.8,62.9,61.2,1,Python Foundations
LRN02278,Data Analyst,Intermediate,9.4,10.0,64.8,68.4,6.2,Moderate,85.3,64.4,55.8,28.3,76.8,40.1,0,Statistics for DS
LRN02279,MLOps Engineer,Beginner,6.2,1.0,37.0,37.3,16.5,Fast,47.2,49.3,26.1,27.9,45.0,18.6,1,Python Foundations
LRN02280,ML Engineer,Intermediate,27.6,1.0,79.1,66.8,7.3,Moderate,58.6,75.8,55.4,63.7,74.2,57.1,1,ML Algorithms Intro
LRN02281,Data Scientist,Advanced,49.3,46.0,72.5,70.8,8.1,Moderate,93.4,85.6,100.0,55.4,76.3,100.0,0,Feature Engineering
LRN02282,Data Analyst,Beginner,2.4,3.0,49.6,61.1,10.9,Moderate,46.1,39.8,31.4,0.3,54.0,47.8,1,Statistics for DS
LRN02283,Data Scientist,Advanced,35.5,19.0,82.9,71.5,8.0,Moderate,94.5,76.9,58.9,57.6,81.1,53.4,0,Statistics for DS
LRN02284,ML Engineer,Beginner,5.3,3.0,39.5,46.3,9.6,Moderate,63.9,60.0,43.8,55.9,54.1,54.1,1,ML Algorithms Intro
LRN02285,Data Analyst,Beginner,3.5,2.0,31.8,34.7,6.9,Slow,51.9,53.9,20.2,47.0,50.7,63.1,1,SQL for Analysts
LRN02286,Data Analyst,Beginner,75.73749999999998,3.0,38.6,41.8,8.5,Slow,51.0,50.8,16.6,17.3,51.2,22.8,1,Statistics for DS
LRN02287,MLOps Engineer,Intermediate,39.8,7.0,93.1,84.0,9.9,Moderate,76.1,60.0,90.7,33.1,50.5,57.0,0,Deep Learning Basics
LRN02288,ML Engineer,Intermediate,19.6,5.0,81.7,73.0,16.4,Fast,96.0,76.1,69.5,47.9,69.2,58.4,0,Deep Learning Basics
LRN02289,Data Analyst,Beginner,3.5,0.0,60.3,54.3,5.7,Moderate,62.2,42.9,1.4,0.0,54.2,53.4,1,Statistics for DS
LRN02290,Data Scientist,Intermediate,27.8,4.0,53.2,49.3,8.8,Slow,62.4,64.5,59.8,45.6,78.4,45.5,0,Python Foundations
LRN02291,MLOps Engineer,Beginner,3.7,4.0,23.4,25.9,10.5,Moderate,63.8,42.7,33.0,41.4,38.4,17.5,1,ML Algorithms Intro
LRN02292,ML Engineer,Intermediate,24.7,7.0,81.4,60.3,16.4,Fast,81.7,75.2,50.2,65.2,55.4,53.1,0,ML Algorithms Intro
LRN02293,ML Engineer,Advanced,33.1,30.0,93.6,86.2,9.3,Moderate,100.0,69.5,97.4,54.7,75.1,77.4,0,Deep Learning Basics
LRN02294,Data Scientist,Intermediate,6.9,17.0,67.1,67.6,5.1,Slow,79.5,66.0,90.8,34.9,81.8,71.0,0,Deep Learning Basics
LRN02295,Data Scientist,Intermediate,20.5,12.0,59.4,55.5,9.2,Moderate,87.0,80.8,67.4,40.2,49.7,35.0,0,Statistics for DS
LRN02296,Data Analyst,Intermediate,30.9,11.0,43.0,52.6,11.7,Moderate,83.4,54.9,38.9,37.8,66.3,74.1,1,SQL for Analysts
LRN02297,ML Engineer,Advanced,28.4,26.0,93.0,86.3,13.8,Moderate,100.0,78.4,78.5,72.4,73.2,80.1,0,Deep Learning Basics
LRN02298,Data Analyst,Beginner,1.9,3.0,62.8,62.0,9.7,Moderate,33.3,37.1,0.0,9.8,55.2,55.3,1,Statistics for DS
LRN02299,Data Analyst,Beginner,4.8,4.0,34.8,41.7,9.3,Slow,40.0,30.8,23.9,0.0,60.2,44.7,1,Statistics for DS
LRN02300,ML Engineer,Beginner,2.3,5.0,33.6,38.6,12.2,Moderate,54.3,44.3,58.9,76.8,37.8,51.4,1,ML Algorithms Intro
LRN02301,MLOps Engineer,Intermediate,14.3,19.0,83.6,77.4,9.2,Moderate,62.8,76.1,69.3,30.7,69.5,67.0,0,Deep Learning Basics
LRN02302,ML Engineer,Intermediate,14.6,2.0,55.4,64.1,4.0,Moderate,57.8,63.8,98.7,46.6,64.3,50.6,1,Deep Learning Basics
LRN02303,Data Scientist,Intermediate,17.4,10.0,91.7,87.3,4.3,Slow,65.3,75.8,58.9,50.5,67.6,60.4,0,Python Foundations
LRN02304,Data Scientist,Beginner,0.6,3.0,43.4,47.2,13.7,Moderate,56.7,39.8,18.2,25.5,18.6,59.2,1,ML Algorithms Intro
LRN02305,Data Scientist,Beginner,2.2,4.0,39.2,47.9,13.7,Fast,68.0,25.0,27.0,9.1,50.8,57.3,1,ML Algorithms Intro
LRN02306,Data Scientist,Intermediate,20.1,4.0,60.1,59.0,9.2,Slow,75.6,75.6,57.7,23.6,44.2,49.3,1,Deep Learning Basics
LRN02307,Data Scientist,Advanced,46.7,8.0,74.2,73.2,9.5,Moderate,100.0,63.2,100.0,64.7,70.2,62.3,0,Statistics for DS
LRN02308,Data Scientist,Beginner,4.7,5.0,61.9,57.6,11.8,Moderate,54.6,54.2,60.3,5.5,62.8,52.7,1,Deep Learning Basics
LRN02309,ML Engineer,Beginner,5.8,2.0,58.3,61.9,7.8,Moderate,78.2,32.2,70.0,62.0,55.3,14.8,1,Statistics for DS
LRN02310,MLOps Engineer,Beginner,5.3,1.0,61.3,74.3,13.4,Fast,62.7,41.1,43.7,67.9,72.4,0.9,1,Statistics for DS
LRN02311,MLOps Engineer,Intermediate,26.2,7.0,67.8,62.9,17.7,Fast,77.5,45.5,65.4,49.3,63.3,42.0,0,Deep Learning Basics
LRN02312,Data Analyst,Beginner,2.8,3.0,38.2,57.9,6.8,Moderate,42.7,48.9,1.4,0.0,47.4,53.2,1,SQL for Analysts
